residual sugar,chlorides,sulphates,total acidity,citric acid percentage,free sulfur dioxide percentage,percentage of alcohol density,quality
2.3,0.063,0.81,8.77,0.04903078677309,0.631578947368421,0.1125062782521345,
2.5,0.08,0.62,9.43,0.0360551431601272,0.3023255813953488,0.0951236607589866,
2.3,0.076,0.58,8.48,0.0271226415094339,0.2446808510638297,0.0952992396123828,
1.8,0.0969999999999999,0.54,7.28,0.0109890109890109,0.2307692307692307,0.092378752886836,
1.9,0.0579999999999999,0.43,8.709999999999999,0.0080367393800229,0.4680851063829787,0.1075106757096207,
1.8,0.074,0.49,7.279999999999999,0.0109890109890109,0.625,0.0964542997518311,
4.0,0.104,0.97,11.68,0.0436643835616438,0.1739130434782608,0.1010404161664665,
5.5,0.1169999999999999,0.49,7.324999999999999,0.0122866894197952,0.5294117647058824,0.1083738899202247,
2.5,0.085,0.55,9.7,0.0505154639175257,0.2676056338028169,0.0942072559631188,
2.2,0.09,0.63,9.8,0.0316326530612244,0.2096774193548387,0.1053582179409994,
2.6,0.094,0.59,9.57,0.051201671891327,0.3584905660377358,0.091164095371669,
1.6,0.077,0.46,8.33,0.0012004801920768,0.1578947368421052,0.0984924623115578,
2.1,0.074,0.85,7.56,0.0608465608465608,0.5454545454545454,0.1105149998995318,
2.3,0.106,0.55,7.88,0.0723350253807106,0.4166666666666667,0.1144520857386677,
2.8,0.076,0.49,7.56,0.0185185185185185,0.4054054054054054,0.1074038384325062,
2.7,0.077,0.54,7.82,0.0076726342710997,0.1764705882352941,0.0952419144627353,
2.8,0.08,0.64,8.23,0.0388821385176184,0.5,0.1032684980950471,
3.4,0.105,0.64,11.035,0.0199365654734934,0.127906976744186,0.1128871128871129,
3.2,0.094,0.81,13.64,0.0381231671554252,0.320754716981132,0.0948671859396844,
2.0,0.0579999999999999,0.68,7.73,0.0168175937904269,0.8181818181818182,0.0994245427977463,
2.7,0.096,0.63,9.33,0.030010718113612,0.2463768115942029,0.1022720436360719,
1.6,0.089,0.56,7.43,0.0484522207267833,0.3783783783783784,0.0923555689404206,
2.6,0.077,0.62,8.07,0.0024783147459727,0.3142857142857143,0.108480568920317,
1.8,0.072,0.89,9.02,0.0133037694013303,0.8260869565217391,0.1185881974593986,
3.2,0.083,0.71,10.46,0.037284894837476,0.3559322033898305,0.1151266393032335,
5.7,0.0819999999999999,0.52,7.975,0.006269592476489,0.2142857142857142,0.1021962167361333,
2.3,0.055,0.8,9.07,0.0297684674751929,0.5,0.1125447164275091,
2.7,0.0819999999999999,0.6,7.45,0.0456375838926174,0.2222222222222222,0.095190380761523,
2.0,0.104,0.9,10.47,0.0238777459407831,0.1348314606741573,0.1013750878249523,
3.1,0.09,0.53,11.45,0.0419213973799126,0.238095238095238,0.1051472060885239,
2.0,0.072,0.61,7.57,0.0026420079260237,0.6538461538461539,0.1024353502385136,
2.9,0.099,0.52,9.23,0.018418201516793,0.1764705882352941,0.0931863727454909,
2.0,0.084,0.55,8.4,0.0392857142857142,0.1048951048951049,0.0953049759229534,
1.8,0.078,0.63,7.46,0.002680965147453,0.5,0.0998995983935742,
2.0,0.422,1.17,9.09,0.0561056105610561,0.2580645161290322,0.090189397735244,
3.0,0.091,0.54,9.87,0.0101317122593718,0.25,0.0951065193016178,
1.7,0.089,0.56,6.140000000000001,0.014657980456026,0.6153846153846154,0.1166978531619082,
1.2,0.065,0.47,7.95,0.0,0.7142857142857143,0.1005429318318922,
1.7,0.074,0.52,8.93,0.0235162374020156,0.3846153846153846,0.0953049759229534,
1.9,0.076,0.54,7.99,0.0237797246558197,0.2272727272727272,0.0974189012754845,
2.3,0.081,0.6,7.77,0.0064350064350064,0.4444444444444444,0.1034510465630147,
1.7,0.078,0.67,9.785,0.0245273377618804,0.4761904761904761,0.1003089515708381,
1.8,0.077,1.05,10.74,0.0391061452513966,0.2727272727272727,0.1082598235765838,
1.4,0.066,0.7,6.71,0.0134128166915052,0.5357142857142857,0.1005439427301702,
2.4,0.068,0.6,9.4,0.0457446808510638,0.6304347826086957,0.1226993865030674,
2.0,0.072,0.54,8.43,0.0284697508896797,0.1428571428571428,0.0943775100401606,
2.6,0.065,0.79,9.260000000000002,0.0485961123110151,0.3888888888888889,0.1407459535538353,
1.9,0.0819999999999999,0.65,10.55,0.0218009478672985,0.5555555555555556,0.093210656082747,
2.2,0.07,0.58,9.145,0.0010934937124111,0.3571428571428571,0.1103642018661583,
2.6,0.059,0.56,8.879999999999999,0.0259009009009009,0.3333333333333333,0.1133400200601805,
2.4,0.073,0.55,6.205,0.008058017727639,0.76,0.1299643353684337,
2.4,0.123,0.53,11.66,0.0566037735849056,0.375,0.1194275506312599,
3.4,0.076,0.42,8.81,0.0283768444948921,0.4,0.0923064574386964,
2.5,0.092,0.52,9.22,0.0227765726681127,0.375,0.092163128737866,
2.8,0.095,0.6,9.43,0.0,0.3953488372093023,0.1041854501011801,
2.5,0.091,0.6,7.689999999999999,0.0091027308192457,0.7142857142857143,0.1134857188767926,
2.3,0.0819999999999999,0.55,10.07,0.0268123138033763,0.1597222222222222,0.0942053677015894,
2.5,0.08,0.47,8.54,0.0444964871194379,0.2105263157894736,0.0901984365604329,
1.4,0.414,1.34,8.96,0.0658482142857142,0.3555555555555555,0.0922749794387274,
1.8,0.059,0.64,7.13,0.0462833099579242,0.5714285714285714,0.1014759220745295,
1.8,0.088,0.56,8.28,0.001207729468599,0.6666666666666666,0.1054555680539932,
1.9,0.099,0.6,7.685,0.0,0.4090909090909091,0.0973836917454771,
1.8,0.067,0.55,7.16,0.0446927374301676,0.5,0.128928283642224,
2.3,0.071,0.97,6.42,0.0389408099688473,0.396551724137931,0.1063904529623719,
1.9,0.08,0.55,10.58,0.0207939508506616,0.28125,0.0952476438740726,
4.3,0.046,0.66,5.4,0.0925925925925925,0.3625,0.1373459907089477,
1.6,0.049,0.57,7.74,0.0258397932816537,0.375,0.1177654755913437,
1.9,0.065,0.54,8.24,0.0436893203883495,0.5,0.1126545227773363,
1.8,0.078,0.52,8.38,0.0071599045346062,0.2448979591836734,0.0993726474278544,
2.9,0.0819999999999999,0.64,10.37,0.0115718418514946,0.4054054054054054,0.1041405897962249,
2.1,0.071,0.72,7.7,0.0233766233766233,0.3870967741935484,0.096229989675324,
1.9,0.073,0.53,8.11,0.032059186189889,0.2727272727272727,0.0983817210777818,
2.5,0.073,0.64,11.3,0.0407079646017699,0.1851851851851851,0.094990500949905,
1.9,0.096,0.53,7.805,0.0025624599615631,0.3225806451612903,0.1185929648241206,
2.3,0.08,0.67,10.41,0.042267050912584,0.4782608695652174,0.0971165398478173,
2.0,0.039,0.86,10.23,0.0586510263929618,0.2631578947368421,0.1245167444896319,
2.1,0.066,0.9,10.74,0.0437616387337057,0.25,0.1102425335738624,
2.8,0.095,0.61,12.29,0.0561432058584214,0.4857142857142857,0.108064838903342,
2.3,0.054,0.68,6.82,0.0131964809384164,0.53125,0.1042878344230075,
3.8,0.132,0.57,9.68,0.0495867768595041,0.2727272727272727,0.1325607318959197,
4.7,0.055,0.66,8.84,0.0452488687782805,0.3333333333333333,0.1163047183621087,
1.8,0.115,0.71,8.39,0.0584028605482717,0.1785714285714285,0.093298555377207,
2.1,0.092,0.47,8.135,0.0036877688998156,0.5263157894736842,0.0963275135460565,
2.0,0.111,0.53,9.21,0.0618892508143322,0.3058823529411765,0.0972821181426135,
1.7,0.0969999999999999,0.49,8.09,0.0148331273176761,0.7037037037037037,0.0943813004538334,
2.0,0.096,0.42,9.955,0.0261175288799598,0.1428571428571428,0.0962521807134692,
2.0,0.064,0.84,9.4,0.0361702127659574,0.48,0.1175690341251657,
3.7,0.1,0.68,16.285,0.0466687135400675,0.1395348837209302,0.1116427432216905,
2.2,0.095,0.57,6.5600000000000005,0.0365853658536585,0.4523809523809524,0.1176352302433138,
2.1,0.068,0.65,8.315,0.0,0.8571428571428571,0.1145348778796981,
3.0,0.093,0.61,9.465,0.0359218172213417,0.1428571428571428,0.0950190038007601,
4.4,0.071,0.63,6.720000000000001,0.0119047619047619,0.34375,0.1164120988298576,
3.0,0.077,0.51,7.890000000000001,0.0240811153358681,0.4324324324324324,0.1053582179409994,
1.4,0.05,0.48,9.74,0.0349075975359342,0.4,0.0914076782449725,
1.7,0.061,1.1,7.53,0.0438247011952191,0.2307692307692307,0.1004016064257028,
1.7,0.084,0.54,8.01,0.0024968789013732,0.4193548387096774,0.1054873515642267,
1.9,0.076,0.56,8.1,0.0,0.3235294117647059,0.0942072559631188,
2.3,0.084,0.71,11.87,0.046335299073294,0.4615384615384615,0.095,
2.1,0.08,0.49,8.6,0.0255813953488372,0.238095238095238,0.0993846184734924,
2.0,0.0819999999999999,0.66,11.64,0.0386597938144329,0.4,0.0921105326391669,
2.0,0.064,0.58,7.98,0.0,0.6363636363636364,0.1134971173740985,
1.2,0.0409999999999999,0.59,6.140000000000001,0.0,0.3478260869565217,0.1259344334965443,
2.0,0.084,0.96,7.96,0.0,0.2608695652173913,0.0991685865972152,
1.9,0.073,0.58,8.25,0.0254545454545454,0.4509803921568627,0.095343235648334,
2.3,0.087,0.61,8.02,0.0523690773067331,0.2105263157894736,0.105294825511432,
2.1,0.083,0.56,8.0,0.0325,0.1868131868131868,0.0983777706392547,
2.0,0.118,0.66,8.745,0.0640365923384791,0.2238805970149253,0.0943017656500802,
2.3,0.083,0.54,7.77,0.0,0.6666666666666666,0.0942185871221233,
2.1,0.075,0.67,7.295,0.0,0.2142857142857142,0.0922953451043338,
2.1,0.048,0.74,5.32,0.0,0.3809523809523809,0.141194505516671,
1.4,0.096,0.58,8.56,0.0,0.4615384615384615,0.0954112223684078,
3.0,0.08,0.88,11.91,0.0436607892527288,0.5272727272727272,0.10998900109989,
1.9,0.08,0.59,8.645,0.0208212839791787,0.3714285714285714,0.0902527075812274,
1.8,0.077,0.58,7.41,0.0269905533063427,0.1692307692307692,0.0932704844047738,
1.3,0.07,0.6,9.62,0.0343035343035343,0.3,0.0932050511124474,
2.4,0.012,0.39,6.98,0.0401146131805157,0.36,0.1181054671727368,
2.6,0.087,0.61,8.915000000000001,0.0246775098149186,0.3157894736842105,0.093167701863354,
1.9,0.077,0.53,6.36,0.0,0.5681818181818182,0.1126930623333501,
2.1,0.067,0.67,7.64,0.0026178010471204,0.391304347826087,0.0942828485456369,
2.5,0.0579999999999999,0.55,8.185,0.0085522296884544,0.5555555555555556,0.1094026015737915,
5.6,0.079,0.5,7.38,0.0040650406504065,0.4893617021276595,0.1124814204796529,
3.2,0.087,0.53,10.015,0.0279580629056415,0.25,0.096990300969903,
2.7,0.077,0.7,10.085,0.0109072880515617,0.1935483870967742,0.1011618589743589,
2.1,0.074,0.85,7.56,0.0608465608465608,0.5454545454545454,0.1105149998995318,
2.8,0.09,0.7,8.87,0.0225479143179255,0.3103448275862069,0.096192384769539,
5.9,0.074,0.83,7.75,0.0464516129032258,0.1379310344827586,0.1052315093205051,
2.8,0.084,0.72,8.82,0.010204081632653,0.3673469387755102,0.1110666399839904,
4.0,0.087,0.67,8.445,0.0071047957371225,0.4426229508196721,0.107375815353738,
1.7,0.0969999999999999,0.49,8.09,0.0148331273176761,0.7037037037037037,0.0943813004538334,
1.8,0.102,0.49,8.28,0.0120772946859903,0.2568807339449541,0.098428162506905,
2.3,0.08,0.58,7.689999999999999,0.0013003901170351,0.627906976744186,0.10748367654445,
1.9,0.075,0.52,7.779999999999999,0.0089974293059125,0.3137254901960784,0.095300195616191,
1.8,0.067,0.68,6.970000000000001,0.0028694404591104,0.3636363636363636,0.0952858575727181,
2.5,0.044,0.65,6.68,0.0344311377245509,0.2285714285714285,0.1258152830340607,
2.5,0.072,0.56,7.37,0.0,0.5,0.1125729965524519,
2.8,0.084,0.62,9.48,0.0337552742616033,0.1721311475409836,0.094150641025641,
2.2,0.07,0.48,7.69,0.0312093628088426,0.1388888888888889,0.0943775100401606,
2.1,0.075,0.64,8.03,0.0361145703611457,0.2878787878787879,0.0952686576144728,
2.6,0.0819999999999999,0.67,13.67,0.0453547915142648,0.2857142857142857,0.0969806038792241,
2.0,0.083,0.73,7.729999999999999,0.0077619663648124,0.2758620689655172,0.0961394021330929,
3.7,0.103,0.66,6.98,0.0014326647564469,0.5925925925925926,0.1134697648263812,
1.9,0.079,0.58,7.32,0.0286885245901639,0.1290322580645161,0.0932798395185556,
1.8,0.072,0.89,9.02,0.0133037694013303,0.8260869565217391,0.1185881974593986,
2.4,0.076,0.81,8.549999999999999,0.0385964912280701,0.2340425531914893,0.1104428759324892,
2.0,0.087,0.6,7.975,0.0050156739811912,0.1791044776119403,0.094410686486215,
2.4,0.074,0.54,7.689999999999999,0.0403120936280884,0.1956521739130435,0.094358562537643,
5.5,0.071,0.71,7.529999999999999,0.0557768924302788,0.21875,0.1052842675223102,
2.2,0.06,0.83,11.41,0.0464504820333041,0.3,0.1094685252882336,
2.9,0.084,0.54,9.44,0.0180084745762711,0.1923076923076923,0.0961750385701977,
2.1,0.115,0.69,7.17,0.00278940027894,0.375,0.0953298412507275,
1.9,0.079,0.69,8.5,0.0070588235294117,0.5714285714285714,0.109406994017746,
2.5,0.081,0.63,6.84,0.0131578947368421,0.5769230769230769,0.1205569732162591,
2.25,0.078,0.54,8.96,0.0345982142857142,0.5517241379310345,0.0981963927855711,
1.4,0.074,0.81,7.720000000000001,0.0090673575129533,0.25,0.0962599017346836,
1.8,0.103,0.55,5.5200000000000005,0.0452898550724637,0.26,0.0923973084262328,
2.0,0.076,0.64,7.24,0.0179558011049723,0.4166666666666667,0.0982653163541562,
2.3,0.078,0.57,7.86,0.0038167938931297,0.1860465116279069,0.097249932326078,
1.8,0.075,0.76,9.02,0.0498891352549889,0.4761904761904761,0.119535519125683,
1.8,0.0819999999999999,0.68,7.95,0.0238993710691823,0.4411764705882353,0.1053635040891074,
6.1,0.122,1.14,9.155,0.0535226652102676,0.2251655629139073,0.0929070929070929,
1.9,0.0559999999999999,0.57,6.71,0.0208643815201192,0.4411764705882353,0.1156988208781037,
1.8,0.078,0.39,7.855,0.0038192234245703,0.5833333333333334,0.0953939771255284,
5.15,0.1,0.62,11.7,0.0632478632478632,0.2941176470588235,0.1120448179271708,
1.9,0.067,1.36,9.19,0.0380848748639825,0.4385964912280701,0.1033099297893681,
1.8,0.067,1.04,9.38,0.0511727078891258,0.5652173913043478,0.1063509581619343,
1.9,0.0579999999999999,0.85,8.97,0.0301003344481605,0.4736842105263157,0.1115376112864004,
1.8,0.044,0.73,5.52,0.0,0.2045454545454545,0.1371562269935557,
2.5,0.0969999999999999,0.6,9.239999999999998,0.0281385281385281,0.2258064516129032,0.0932237369687249,
2.7,0.092,0.74,9.96,0.0240963855421686,0.3181818181818182,0.1002004008016032,
1.8,0.074,0.7,7.699999999999999,0.0,0.4705882352941176,0.0992779783393501,
1.4,0.08,0.56,6.69,0.0239162929745889,0.4782608695652174,0.0934203917629332,
2.3,0.078,0.57,7.86,0.0038167938931297,0.1860465116279069,0.097249932326078,
2.3,0.076,0.75,6.81,0.0190895741556534,0.725,0.1104706047763472,
2.1,0.071,0.77,6.510000000000001,0.0122887864823348,0.6666666666666666,0.1116969892126871,
2.1,0.107,1.22,9.69,0.045407636738906,0.272,0.0952094608137903,
2.9,0.085,0.8,14.114999999999998,0.0481756996103436,0.3953488372093023,0.0998601957259836,
2.5,0.077,0.69,6.640000000000001,0.0587349397590361,0.4285714285714285,0.1104916880116518,
7.9,0.122,0.53,7.335,0.0027266530334014,0.5483870967741935,0.0990594356613968,
4.8,0.07,0.54,7.715,0.0375891121192482,0.3846153846153846,0.1114715245488416,
2.1,0.2,0.63,11.01,0.0445049954586739,0.3125,0.0840504302581549,
1.5,0.0559999999999999,0.71,8.23,0.0498177399756986,0.1714285714285714,0.1106684373616644,
2.2,0.088,0.83,9.4,0.0223404255319148,0.5384615384615384,0.1113429362436303,
1.9,0.079,0.62,10.36,0.0250965250965251,0.4642857142857143,0.1002888318356867,
2.8,0.093,0.55,9.78,0.0112474437627811,0.25,0.0951065193016178,
2.2,0.048,0.88,5.77,0.0190641247833622,0.1797752808988764,0.1371216551390373,
